NAICS Code,Industry,Emission Factor (Without Margins)_USD,Emission Factor (Without Margins)_CO2e,Material Type,Weight (kg),Emission Factor per kg (CO2e),Predicted Production Emissions,Logistics Emissions,Total Emissions
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,8.64e-08,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.91e-06,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.91e-06,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,1.76e-09,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,8.64e-08,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,3.14e-10,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.91e-06,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,1.83e-08,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.91e-06,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,3.14e-10,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.91e-06,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,2.74e-10,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.91e-06,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,1.76e-09,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,1.83e-08,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.91e-06,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,3.14e-10,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,8.64e-08,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,1.83e-08,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,2.74e-10,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,2.74e-10,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,1.76e-09,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.91e-06,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.91e-06,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,2.74e-10,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,1.83e-08,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,1.76e-09,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,2.74e-10,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
